"","SessionID","Period","Subject","Group","node","feedNodes","totalNotSure","feeds","correctAnswer","correctAtFirst","correctAtLast","incorrectAtFirst","idkAtFirst","a1","a2","a3","c1","c2","c3","p1","p2","p3","Iteration","timeOK","answer","right","previousAnswer","change.to.1","change.to.2","change.to.3","change","changesTotal","entry","paidIteration","randomChoice","experiment","options","scoreatfirst","time","correct","score","SessionIDalias","topology"
"11","140822_1152",1,2,1,3,12,0,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"1",3,0,0,0,"abstain","A","spiral"
"12","140822_1152",1,2,1,3,12,0,12,2,0,1,0,0,0,1,0,4,6,1,0.363636363636364,0.545454545454545,0.0909090909090909,2,0,2,1,0,0,1,0,1,0,0,0,0,"1",3,0,22,1,"right","A","spiral"
"13","140822_1152",1,2,1,3,12,0,12,2,0,1,0,0,0,1,0,1,5,1,0.142857142857143,0.714285714285714,0.142857142857143,3,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,11,1,"right","A","spiral"
"14","140822_1152",1,2,1,3,12,0,12,2,0,1,0,0,0,1,0,4,6,0,0.4,0.6,0,4,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,27,1,"right","A","spiral"
"15","140822_1152",1,2,1,3,12,0,12,2,0,1,0,0,0,1,0,3,6,1,0.3,0.6,0.1,5,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,24,1,"right","A","spiral"
"16","140822_1152",1,2,1,3,12,0,12,2,0,1,0,0,0,1,0,4,6,0,0.4,0.6,0,6,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,24,1,"right","A","spiral"
"17","140822_1152",1,2,1,3,12,0,12,2,0,1,0,0,0,1,0,3,7,2,0.25,0.583333333333333,0.166666666666667,7,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,18,1,"right","A","spiral"
"18","140822_1152",1,2,1,3,12,0,12,2,0,1,0,0,0,1,0,4,6,1,0.363636363636364,0.545454545454545,0.0909090909090909,8,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,26,1,"right","A","spiral"
"19","140822_1152",1,2,1,3,12,0,12,2,0,1,0,0,0,1,0,3,8,1,0.25,0.666666666666667,0.0833333333333333,9,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,26,1,"right","A","spiral"
"20","140822_1152",1,2,1,3,12,0,12,2,0,1,0,0,0,1,0,3,6,2,0.272727272727273,0.545454545454545,0.181818181818182,10,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,19,1,"right","A","spiral"
"21","140822_1152",1,3,1,10,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,"1",3,0,17,1,"right","A","spiral"
"22","140822_1152",1,3,1,10,1,1,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,2,0,1,0,2,1,0,0,1,0,0,0,0,"1",3,0,1,0,"wrong","A","spiral"
"23","140822_1152",1,3,1,10,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,1,1,0,1,0,1,0,0,0,0,"1",3,0,5,1,"right","A","spiral"
"24","140822_1152",1,3,1,10,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,2,0,0,0,1,0,0,0,0,"1",3,0,0,0,"abstain","A","spiral"
"25","140822_1152",1,3,1,10,1,1,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,5,0,1,0,0,1,0,0,1,0,0,0,0,"1",3,0,26,0,"wrong","A","spiral"
"26","140822_1152",1,3,1,10,1,1,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,"1",3,0,10,0,"wrong","A","spiral"
"27","140822_1152",1,3,1,10,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,1,0,0,0,1,0,0,0,0,"1",3,0,0,0,"abstain","A","spiral"
"28","140822_1152",1,3,1,10,1,1,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,8,0,1,0,0,1,0,0,1,0,0,0,0,"1",3,0,22,0,"wrong","A","spiral"
"29","140822_1152",1,3,1,10,1,1,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,9,0,1,0,1,0,0,0,0,0,0,0,0,"1",3,0,11,0,"wrong","A","spiral"
"30","140822_1152",1,3,1,10,1,1,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,10,0,3,0,1,0,0,1,1,0,0,0,0,"1",3,0,24,0,"undecided","A","spiral"
"31","140822_1152",1,4,1,13,2,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"1",3,0,51,0,"wrong","A","spiral"
"32","140822_1152",1,4,1,13,2,1,2,2,0,0,1,0,0,0,1,0,1,1,0,0.5,0.5,2,0,3,0,1,0,0,1,1,0,0,0,0,"1",3,0,0,0,"undecided","A","spiral"
"33","140822_1152",1,4,1,13,2,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,3,1,0,0,1,0,0,0,0,"1",3,0,0,0,"wrong","A","spiral"
"34","140822_1152",1,4,1,13,2,1,2,2,0,0,1,0,1,0,0,1,0,0,1,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,"1",3,0,1,0,"wrong","A","spiral"
"35","140822_1152",1,4,1,13,2,1,2,2,0,0,1,0,1,0,0,0,0,1,0,0,1,5,0,1,0,1,0,0,0,0,0,0,0,0,"1",3,0,19,0,"wrong","A","spiral"
"36","140822_1152",1,4,1,13,2,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,3,0,1,0,0,1,1,0,0,0,0,"1",3,0,6,0,"undecided","A","spiral"
"37","140822_1152",1,4,1,13,2,1,2,2,0,0,1,0,1,0,0,0,1,1,0,0.5,0.5,7,0,1,0,3,1,0,0,1,0,0,0,0,"1",3,0,5,0,"wrong","A","spiral"
"38","140822_1152",1,4,1,13,2,1,2,2,0,0,1,0,0,1,0,0,1,1,0,0.5,0.5,8,0,2,1,1,0,1,0,1,0,0,0,0,"1",3,0,16,1,"right","A","spiral"
"39","140822_1152",1,4,1,13,2,1,2,2,0,0,1,0,0,0,1,0,1,1,0,0.5,0.5,9,0,3,0,2,0,0,1,1,0,0,0,0,"1",3,0,22,0,"undecided","A","spiral"
"40","140822_1152",1,4,1,13,2,1,2,2,0,0,1,0,0,0,1,0,1,1,0,0.5,0.5,10,0,3,0,3,0,0,0,0,0,0,0,0,"1",3,0,27,0,"undecided","A","spiral"
"41","140822_1152",1,5,1,4,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,"1",3,0,44,1,"right","A","spiral"
"42","140822_1152",1,5,1,4,1,0,1,2,1,1,0,0,0,1,0,0,1,0,0,1,0,2,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,8,1,"right","A","spiral"
"43","140822_1152",1,5,1,4,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,6,1,"right","A","spiral"
"44","140822_1152",1,5,1,4,1,0,1,2,1,1,0,0,0,1,0,0,1,0,0,1,0,4,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,3,1,"right","A","spiral"
"45","140822_1152",1,5,1,4,1,0,1,2,1,1,0,0,0,1,0,0,1,0,0,1,0,5,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,13,1,"right","A","spiral"
"46","140822_1152",1,5,1,4,1,0,1,2,1,1,0,0,0,1,0,0,1,0,0,1,0,6,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,8,1,"right","A","spiral"
"47","140822_1152",1,5,1,4,1,0,1,2,1,1,0,0,0,1,0,0,1,0,0,1,0,7,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,26,1,"right","A","spiral"
"48","140822_1152",1,5,1,4,1,0,1,2,1,1,0,0,0,1,0,0,1,0,0,1,0,8,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,14,1,"right","A","spiral"
"49","140822_1152",1,5,1,4,1,0,1,2,1,1,0,0,0,1,0,0,1,0,0,1,0,9,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,23,1,"right","A","spiral"
"50","140822_1152",1,5,1,4,1,0,1,2,1,1,0,0,0,1,0,0,1,0,0,1,0,10,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,26,1,"right","A","spiral"
"51","140822_1152",1,6,1,8,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"1",3,0,65,0,"wrong","A","spiral"
"52","140822_1152",1,6,1,8,1,0,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,2,1,1,0,1,0,1,0,0,0,0,"1",3,0,2,1,"right","A","spiral"
"53","140822_1152",1,6,1,8,1,0,1,2,0,0,1,0,1,0,0,1,0,0,1,0,0,3,0,1,0,2,1,0,0,1,0,0,0,0,"1",3,0,5,0,"wrong","A","spiral"
"54","140822_1152",1,6,1,8,1,0,1,2,0,0,1,0,1,0,0,0,1,0,0,1,0,4,0,1,0,1,0,0,0,0,0,0,0,0,"1",3,0,12,0,"wrong","A","spiral"
"55","140822_1152",1,6,1,8,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,"1",3,0,8,0,"wrong","A","spiral"
"56","140822_1152",1,6,1,8,1,0,1,2,0,0,1,0,1,0,0,1,0,0,1,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,"1",3,0,14,0,"wrong","A","spiral"
"57","140822_1152",1,6,1,8,1,0,1,2,0,0,1,0,1,0,0,1,0,0,1,0,0,7,0,1,0,1,0,0,0,0,0,0,0,0,"1",3,0,14,0,"wrong","A","spiral"
"58","140822_1152",1,6,1,8,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,"1",3,0,2,0,"wrong","A","spiral"
"59","140822_1152",1,6,1,8,1,0,1,2,0,0,1,0,1,0,0,1,0,0,1,0,0,9,0,1,0,1,0,0,0,0,0,0,0,0,"1",3,0,10,0,"wrong","A","spiral"
"60","140822_1152",1,6,1,8,1,0,1,2,0,0,1,0,1,0,0,1,0,0,1,0,0,10,0,1,0,1,0,0,0,0,0,0,0,0,"1",3,0,6,0,"wrong","A","spiral"
"61","140822_1152",1,7,1,11,4,0,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,"1",3,0,12,1,"right","A","spiral"
"62","140822_1152",1,7,1,11,4,0,4,2,1,1,0,0,0,0,0,1,1,1,0.333333333333333,0.333333333333333,0.333333333333333,2,0,0,0,2,0,0,0,1,0,0,0,0,"1",3,0,0,0,"abstain","A","spiral"
"63","140822_1152",1,7,1,11,4,0,4,2,1,1,0,0,0,0,0,0,2,1,0,0.666666666666667,0.333333333333333,3,0,0,0,0,0,0,0,0,0,0,0,0,"1",3,0,0,0,"abstain","A","spiral"
"64","140822_1152",1,7,1,11,4,0,4,2,1,1,0,0,0,0,0,2,1,0,0.666666666666667,0.333333333333333,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"1",3,0,0,0,"abstain","A","spiral"
"65","140822_1152",1,7,1,11,4,0,4,2,1,1,0,0,0,0,0,1,2,1,0.25,0.5,0.25,5,0,0,0,0,0,0,0,0,0,0,0,0,"1",3,0,0,0,"abstain","A","spiral"
"66","140822_1152",1,7,1,11,4,0,4,2,1,1,0,0,0,1,0,1,2,0,0.333333333333333,0.666666666666667,0,6,0,2,1,0,0,1,0,1,0,0,0,0,"1",3,0,0,1,"right","A","spiral"
"67","140822_1152",1,7,1,11,4,0,4,2,1,1,0,0,0,1,0,0,2,2,0,0.5,0.5,7,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,15,1,"right","A","spiral"
"68","140822_1152",1,7,1,11,4,0,4,2,1,1,0,0,0,1,0,1,2,1,0.25,0.5,0.25,8,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,11,1,"right","A","spiral"
"69","140822_1152",1,7,1,11,4,0,4,2,1,1,0,0,0,1,0,0,3,1,0,0.75,0.25,9,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,13,1,"right","A","spiral"
"70","140822_1152",1,7,1,11,4,0,4,2,1,1,0,0,0,1,0,0,1,2,0,0.333333333333333,0.666666666666667,10,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,9,1,"right","A","spiral"
"71","140822_1152",1,8,1,12,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"1",3,0,53,0,"wrong","A","spiral"
"72","140822_1152",1,8,1,12,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,"1",3,0,0,0,"abstain","A","spiral"
"73","140822_1152",1,8,1,12,1,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,"1",3,0,25,0,"wrong","A","spiral"
"74","140822_1152",1,8,1,12,1,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,"1",3,0,13,0,"wrong","A","spiral"
"75","140822_1152",1,8,1,12,1,0,1,2,0,0,1,0,1,0,0,0,1,0,0,1,0,5,0,1,0,1,0,0,0,0,0,0,0,0,"1",3,0,20,0,"wrong","A","spiral"
"76","140822_1152",1,8,1,12,1,0,1,2,0,0,1,0,1,0,0,0,1,0,0,1,0,6,0,1,0,1,0,0,0,0,0,0,0,0,"1",3,0,16,0,"wrong","A","spiral"
"77","140822_1152",1,8,1,12,1,0,1,2,0,0,1,0,1,0,0,0,1,0,0,1,0,7,0,1,0,1,0,0,0,0,0,0,0,0,"1",3,0,25,0,"wrong","A","spiral"
"78","140822_1152",1,8,1,12,1,0,1,2,0,0,1,0,1,0,0,0,1,0,0,1,0,8,0,1,0,1,0,0,0,0,0,0,0,0,"1",3,0,23,0,"wrong","A","spiral"
"79","140822_1152",1,8,1,12,1,0,1,2,0,0,1,0,1,0,0,0,1,0,0,1,0,9,0,1,0,1,0,0,0,0,0,0,0,0,"1",3,0,26,0,"wrong","A","spiral"
"80","140822_1152",1,8,1,12,1,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,10,0,1,0,1,0,0,0,0,0,0,0,0,"1",3,0,14,0,"wrong","A","spiral"
"81","140822_1152",1,9,1,2,1,2,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,"1",3,0,35,0,"undecided","A","spiral"
"82","140822_1152",1,9,1,2,1,2,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,3,0,0,0,1,0,0,0,0,"1",3,0,0,0,"abstain","A","spiral"
"83","140822_1152",1,9,1,2,1,2,1,2,0,0,0,1,1,0,0,0,1,0,0,1,0,3,0,1,0,0,1,0,0,1,0,0,0,0,"1",3,0,21,0,"wrong","A","spiral"
"84","140822_1152",1,9,1,2,1,2,1,2,0,0,0,1,0,0,1,0,1,0,0,1,0,4,0,3,0,1,0,0,1,1,0,0,0,0,"1",3,0,11,0,"undecided","A","spiral"
"85","140822_1152",1,9,1,2,1,2,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,5,0,0,0,3,0,0,0,1,0,0,0,0,"1",3,0,0,0,"abstain","A","spiral"
"86","140822_1152",1,9,1,2,1,2,1,2,0,0,0,1,0,0,1,0,1,0,0,1,0,6,0,3,0,0,0,0,1,1,0,0,0,0,"1",3,0,23,0,"undecided","A","spiral"
"87","140822_1152",1,9,1,2,1,2,1,2,0,0,0,1,0,0,1,0,1,0,0,1,0,7,0,3,0,3,0,0,0,0,0,0,0,0,"1",3,0,22,0,"undecided","A","spiral"
"88","140822_1152",1,9,1,2,1,2,1,2,0,0,0,1,0,0,1,0,1,0,0,1,0,8,0,3,0,3,0,0,0,0,0,0,0,0,"1",3,0,21,0,"undecided","A","spiral"
"89","140822_1152",1,9,1,2,1,2,1,2,0,0,0,1,0,0,1,0,1,0,0,1,0,9,0,3,0,3,0,0,0,0,0,0,0,0,"1",3,0,24,0,"undecided","A","spiral"
"90","140822_1152",1,9,1,2,1,2,1,2,0,0,0,1,0,0,1,0,1,0,0,1,0,10,0,3,0,3,0,0,0,0,0,0,0,0,"1",3,0,26,0,"undecided","A","spiral"
"91","140822_1152",1,10,1,1,13,0,13,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,"1",3,0,24,1,"right","A","spiral"
"92","140822_1152",1,10,1,1,13,0,13,2,1,1,0,0,0,0,0,4,6,1,0.363636363636364,0.545454545454545,0.0909090909090909,2,0,0,0,2,0,0,0,1,0,0,0,0,"1",3,0,0,0,"abstain","A","spiral"
"93","140822_1152",1,10,1,1,13,0,13,2,1,1,0,0,0,1,0,1,6,2,0.111111111111111,0.666666666666667,0.222222222222222,3,0,2,1,0,0,1,0,1,0,0,0,0,"1",3,0,16,1,"right","A","spiral"
"94","140822_1152",1,10,1,1,13,0,13,2,1,1,0,0,0,1,0,4,6,1,0.363636363636364,0.545454545454545,0.0909090909090909,4,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,9,1,"right","A","spiral"
"95","140822_1152",1,10,1,1,13,0,13,2,1,1,0,0,0,1,0,3,7,1,0.272727272727273,0.636363636363636,0.0909090909090909,5,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,22,1,"right","A","spiral"
"96","140822_1152",1,10,1,1,13,0,13,2,1,1,0,0,0,1,0,4,7,0,0.363636363636364,0.636363636363636,0,6,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,19,1,"right","A","spiral"
"97","140822_1152",1,10,1,1,13,0,13,2,1,1,0,0,1,0,0,3,8,2,0.230769230769231,0.615384615384615,0.153846153846154,7,0,1,0,2,1,0,0,1,0,0,0,0,"1",3,0,18,0,"wrong","A","spiral"
"98","140822_1152",1,10,1,1,13,0,13,2,1,1,0,0,0,1,0,3,8,1,0.25,0.666666666666667,0.0833333333333333,8,0,2,1,1,0,1,0,1,0,0,0,0,"1",3,0,28,1,"right","A","spiral"
"99","140822_1152",1,10,1,1,13,0,13,2,1,1,0,0,0,1,0,3,9,1,0.230769230769231,0.692307692307692,0.0769230769230769,9,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,26,1,"right","A","spiral"
"100","140822_1152",1,10,1,1,13,0,13,2,1,1,0,0,0,1,0,3,6,3,0.25,0.5,0.25,10,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,21,1,"right","A","spiral"
"101","140822_1152",1,11,1,14,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,"1",3,0,28,1,"right","A","spiral"
"102","140822_1152",1,11,1,14,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,2,0,0,1,1,0,0,0,0,"1",3,0,7,0,"undecided","A","spiral"
"103","140822_1152",1,11,1,14,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,"1",3,0,9,0,"undecided","A","spiral"
"104","140822_1152",1,11,1,14,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,2,1,3,0,1,0,1,0,0,0,0,"1",3,0,9,1,"right","A","spiral"
"105","140822_1152",1,11,1,14,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,5,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,21,1,"right","A","spiral"
"106","140822_1152",1,11,1,14,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,6,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,27,1,"right","A","spiral"
"107","140822_1152",1,11,1,14,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,7,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,23,1,"right","A","spiral"
"108","140822_1152",1,11,1,14,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,8,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,25,1,"right","A","spiral"
"109","140822_1152",1,11,1,14,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,9,0,3,0,2,0,0,1,1,0,0,0,0,"1",3,0,16,0,"undecided","A","spiral"
"110","140822_1152",1,11,1,14,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,10,0,3,0,3,0,0,0,0,0,0,0,0,"1",3,0,18,0,"undecided","A","spiral"
"111","140822_1152",1,12,1,6,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,0,0,"1",3,0,3,1,"right","A","spiral"
"112","140822_1152",1,12,1,6,1,0,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,"1",3,0,0,0,"abstain","A","spiral"
"113","140822_1152",1,12,1,6,1,0,1,2,1,1,0,0,0,1,0,0,1,0,0,1,0,3,0,2,1,0,0,1,0,1,0,0,0,0,"1",3,0,3,1,"right","A","spiral"
"114","140822_1152",1,12,1,6,1,0,1,2,1,1,0,0,0,1,0,1,0,0,1,0,0,4,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,4,1,"right","A","spiral"
"115","140822_1152",1,12,1,6,1,0,1,2,1,1,0,0,0,1,0,1,0,0,1,0,0,5,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,5,1,"right","A","spiral"
"116","140822_1152",1,12,1,6,1,0,1,2,1,1,0,0,0,1,0,1,0,0,1,0,0,6,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,2,1,"right","A","spiral"
"117","140822_1152",1,12,1,6,1,0,1,2,1,1,0,0,0,1,0,1,0,0,1,0,0,7,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,3,1,"right","A","spiral"
"118","140822_1152",1,12,1,6,1,0,1,2,1,1,0,0,0,1,0,1,0,0,1,0,0,8,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,7,1,"right","A","spiral"
"119","140822_1152",1,12,1,6,1,0,1,2,1,1,0,0,0,1,0,1,0,0,1,0,0,9,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,3,1,"right","A","spiral"
"120","140822_1152",1,12,1,6,1,0,1,2,1,1,0,0,0,1,0,1,0,0,1,0,0,10,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,7,1,"right","A","spiral"
"121","140822_1152",1,13,1,7,8,0,8,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,"1",3,0,8,0,"wrong","A","spiral"
"122","140822_1152",1,13,1,7,8,0,8,2,0,1,1,0,0,1,0,2,4,1,0.285714285714286,0.571428571428571,0.142857142857143,2,0,2,1,1,0,1,0,1,0,0,0,0,"1",3,0,0,1,"right","A","spiral"
"123","140822_1152",1,13,1,7,8,0,8,2,0,1,1,0,0,1,0,0,4,1,0,0.8,0.2,3,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,8,1,"right","A","spiral"
"124","140822_1152",1,13,1,7,8,0,8,2,0,1,1,0,0,1,0,3,3,0,0.5,0.5,0,4,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,13,1,"right","A","spiral"
"125","140822_1152",1,13,1,7,8,0,8,2,0,1,1,0,0,1,0,2,4,1,0.285714285714286,0.571428571428571,0.142857142857143,5,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,15,1,"right","A","spiral"
"126","140822_1152",1,13,1,7,8,0,8,2,0,1,1,0,0,1,0,2,4,0,0.333333333333333,0.666666666666667,0,6,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,25,1,"right","A","spiral"
"127","140822_1152",1,13,1,7,8,0,8,2,0,1,1,0,0,1,0,1,5,2,0.125,0.625,0.25,7,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,23,1,"right","A","spiral"
"128","140822_1152",1,13,1,7,8,0,8,2,0,1,1,0,0,1,0,2,5,1,0.25,0.625,0.125,8,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,23,1,"right","A","spiral"
"129","140822_1152",1,13,1,7,8,0,8,2,0,1,1,0,0,1,0,1,6,1,0.125,0.75,0.125,9,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,27,1,"right","A","spiral"
"130","140822_1152",1,13,1,7,8,0,8,2,0,1,1,0,0,1,0,1,4,2,0.142857142857143,0.571428571428571,0.285714285714286,10,0,2,1,2,0,0,0,0,0,0,0,0,"1",3,0,25,1,"right","A","spiral"
"131","140822_1152",1,14,1,9,6,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"1",3,0,0,0,"abstain","A","spiral"
